疾病名,英文病名,科別,器官,簡介,症狀,預防和治療
慢性腎功能衰竭  ,Chronic Renal Failure,腎臟科,腎,腎功能是指腎臟清除身體代謝後所產生廢物與維持水分、電解質、酸鹼平衡的能力。慢性腎衰竭是指腎臟功能慢慢地逐漸衰退，無法清除體內代謝物及維持水分、酸鹼、電解質平衡。若腎功能嚴重下降，出現尿毒症狀，就須洗腎或是腎臟移植治療。,['水腫．噁心．嘔吐．食慾不振．貧血．不易止血．肌肉痙攣．膚色灰暗．皮膚搔癢．疲倦．嗜睡．注意力減退．蛋白尿．血尿．夜尿．尿量減少'],不亂服用成藥，或來路不明的藥物偏方。
,,,,,,
腎絲球腎炎  ,glomerulonephritis,腎臟科,腎,腎絲球腎炎是以腎絲球損害為主的發炎反應。依病程可分為急性腎炎與慢性腎炎。急性腎小球腎炎，發病急迫、病程短。「慢性腎絲球腎炎」15％～20％是從急性腎絲球腎炎轉變。腎絲球腎炎，是最常引起慢性腎功能衰竭的原因。,['腰痛．腰酸．貧血．食慾不振．眼皮浮腫．下肢水腫．高血壓．疲倦．蛋白尿．血尿．少尿．視力減退．噁心．嘔吐．頭暈'],生活作息規律、避免熬夜及過度勞累。
,,,,,,
腎積水  ,hydronephrosis,水腎症,腎,腎積水是指腎盂及下方連結的輸尿管發生阻塞，導致不正常擴大的情形。患者若發現腎積水，應趕緊就醫診治，若延誤病情，會嚴重損害腎功能。,['排尿不順．血尿．水腫．腰痠．腰痛．蛋白尿．貧血．疲倦'],檢查尿液是否有泡沫久不散去的情形。
,,,,,,
尿毒症  ,Uremia,腎臟科,腎,尿毒症是指腎臟功能衰退到一定程度，無法清除體內代謝物及維持血中的電解質及酸鹼平衡。若腎功能嚴重受損且藥物治療無效，導致體內各器官無法正常運作，可能就需要接受腎臟替代療法，否則會有生命危險。,['水腫．惡心．嘔吐．貧血．淤血．不易止血．食慾不振．肌肉痙攣．膚色灰暗．皮膚搔癢．疲倦．嗜睡．易怒．注意力減退．蛋白尿．血尿．排尿困難．打嗝．腹瀉'],未經醫囑，不亂服用成藥，或來路不明的偏方和中草藥，避免增加腎臟負擔。
,,,,,,
腎囊腫  ,"renal cyst,cyst of kidney",腎臟科,腎,腎囊腫可區分為相當多類，單純性與後天性腎囊腫的成因不明，遺傳性腎囊腫則與基因突變有關係。,['腎臟疼痛．血尿．腰痛．腰部腫塊．發燒．倦怠．頻尿．蛋白尿．貧血'],三高患者須控制血壓、血脂、血糖的變化。
,,,,,,
腎盂腎炎  ,Pyelone phritis,"腎臟科,感染科",腎,腎盂腎炎是指腎臟因細菌、病毒、原蟲侵犯產生發炎，在人體抵抗力較弱時，可能會造成器官衰竭，重則危及生命，是最常見的腎炎。腎盂腎炎可分為急性與慢性兩種，急性腎盂腎炎若未治癒，可能會變成慢性腎盂腎炎。,['腰痛．排尿疼痛．畏寒．發燒．頻尿．排尿灼熱．夜尿．尿急．噁心．嘔吐．膿尿．菌尿．血尿．蛋白尿'],生活作息規律、避免熬夜及過度勞累。
,,,,,,
陰道痙攣  ,vaginismus,"婦產科,身心精神科",心理,陰道痙攣95%是由心理因素所造成。患者會對性行為產生強烈的恐懼感，出現心慌、心悸、噁心、全身出汗等生理反應，症狀輕微者能勉強進行性行為，但男女雙方都會有不適感，尤其女方會因陰道肌肉收縮感到疼痛不堪。症狀嚴重者，男性陰莖不能順利進入陰道，導致性行為無法進行。此種性功能障礙常造成患者性生活不順且難以孕育下一代，亦可能造成另一半心因性陽痿。除了透過藥物治療外，須合併從心理方面積極治療。,['心慌．心悸．噁心．出汗．陰道痙攣．陰道疼痛．緊張．焦慮．恐懼'],平時可多學習關於性方面的知識，閱讀相關書籍。
,,,,,,
小兒麻痺  ,Poliomyelitis,"小兒科,家醫科","肌肉,神經系統",小兒麻痺是一種常見的病毒感染，有時可造成脊髓運動神經細胞的破壞，產生肌肉無力或麻痺現象。有麻痺症狀的感染，其死亡率約為2～10％，年齡愈大死亡率愈高。,['發燒．倦怠．噁心．頭痛．肌肉疼痛．呼吸困難．頸部僵硬．吞嚥困難．肢體無力．肢體麻痺．肌肉萎縮'],新生兒須定期預防接種：口服活的減毒小兒麻痺病毒疫苗或注射用不活化病毒疫苗。台灣目前使用三型混合的注射用不活化疫苗。嬰兒2個月時給第一劑，4個月時給第二劑，6個月時給第三劑，通常三劑之後，身體即產生足夠保護抗體，但為安全起見一年後及入學前再追加給予兩劑，以維持足夠之免疫力，95%以上的接種者均可產生較長的免疫力。
,,,,,,
小兒尿道感染  ,urinary tract infection in infants,小兒科,泌尿系統,尿道感染是指泌尿系統的任何一組織器官受到細菌感染，尿液中出現細菌反應，並有發炎情形，包括腎臟、輸尿管、膀胱、尿道。尿道感染是幼兒常見疾病，常會反覆發生，嚴重時會對腎臟造成傷害，須終生洗腎。,['膿尿．發燒．食慾不振．哭鬧．腹脹．腹瀉．頻尿．排尿疼痛．排尿灼熱感．尿急．腹痛．腰痛．生長遲緩．嘔吐．抽筋．排便習慣改變．尿失禁'],家長須注意嬰幼兒的屁股與尿道口的清潔，勤更換尿布，讓孩子從小養成正確衛生的如廁習慣。
,,,,,,
隱睪症  ,"Cryptorchidism, undescended testes","小兒科,小兒外科",睪丸,大部分男嬰出生後，可看到每邊陰囊內各有一顆睪丸，若睪丸留在腹股溝或腹腔內，未降至陰囊，稱為隱睪症。隱睪症會使睪丸製造精子的能力受損，嚴重者會導致不孕。幼兒1歲前，部份隱睪有自行下降的機會，滿1歲時，若睪丸仍未下降，就要開始接受治療，以手術治療為主。,['陰囊內摸不到睪丸．陰囊發育差'],家長平常多關注嬰幼兒的健康情況，懷疑有問題時，應及早就醫治療。
,,,,,,
先天性膽道閉鎖  ,biliary atresia,"小兒科,胃腸肝膽科,小兒外科","肝,膽",先天性膽道閉鎖是新生兒常見的致死性肝病，因膽道系統發育異常，肝臟內的小膽管發生纖維化，導致新生兒膽道阻塞，須接受外科手術治療。,['黃疸．灰白便．肝臟腫大．腹部腫脹．脾臟腫大．腹水．眼白變黃．厭食．嗜睡'],婚前健康檢查，可預防某些基因缺陷。
,,,,,,
妊娠糖尿病  ,Gestational Diabetes Mellitus,婦產科,胰;胰島素,妊娠糖尿病是指女性在懷孕前沒有糖尿病，懷孕期間因荷爾蒙變化，出現高血糖的症狀。生產後，血糖值恢復到正常範圍，發生率約為1％~3％。,['多吃．多喝．多尿．疲倦'],定期監測血糖變化，控制血糖在理想範圍，避免攝取過多澱粉類食物及甜食。
,,,,,,
月經失調  ,menstrual disorder,婦產科,子宮,月經失調是指女性月經週期、經期、出血量異常，是常見的女性疾病。,"['疾病原因月經失調是婦女常見疾病，是指女性月經的週期、經期、出血量異常的狀態。一般正常的月經週期約28～35天，每次經期約5～7天，出血量不超過80C.C。若週期推遲至40天或提早至20天，經期少於2天或超過10天，出血量多於100C.C，都為月經異常。導致月經失調的因素如下：疾病因素：骨盆腔內的器官疾病會引起月經失調，例如：子宮肌瘤、子宮頸息肉、子宮或子宮頸感染、子宮內膜增生、子宮內膜癌、子宮頸癌等疾病。更年期後的婦女，發生月經失調，有1/3是因子宮或陰道發炎所引起，另外1/3是因子宮或子宮頸息肉、子宮內膜增生或子宮內膜癌所引起。全身性的疾病，例如：血液凝固異常會造成，經期來時大量出血或流血不止、甲狀腺功能亢進會造成無月經或月經過少，甲狀腺功能低下會造成月經量太多、糖尿病會造成無排卵等情形。女性荷爾蒙分泌不正常，無法刺激腦下垂體分泌黃體激素，導致無法排卵，引起月經失調。心理因素：緊張、工作壓力、換工作、搬家、考試等，可能會出現月經失調的情形。減肥：女性採激烈節食手段過度減肥，身體無法攝取足夠營養素，可能會影響荷爾蒙分泌，導致月經失調。', '經痛．停經．經期不規律．月經過多．月經過少．無月經．經期過長．經期過短']",培養樂觀的態度，保持良好的心情，減輕工作壓力，尋找適當抒發情緒的方式。
,,,,,,
骨盆腔發炎  ,pelvic,婦產科,"子宮,輸卵管,卵巢",骨盆腔發炎是指骨盆腔內的生殖器官，子宮、輸卵管、卵巢、及其他相連組織，發生感染，導致發炎。嚴重時會形成輸卵管與卵巢的膿瘍，導致輸卵管阻塞，或對生殖器官產生永久的傷害，是造成女性輸卵管不孕最大的原因。,['腹痛．腰痛．陰道分泌物增加．畏寒．發燒．陰道出血．排尿疼痛．腹瀉．頻尿．食慾不振．噁心．嘔吐．腹脹．月經失調'],避免過早發生性行為、使用保險套、減少性伴侶人數。
,,,,,,
卵巢炎  ,Oophoritis,婦產科,卵巢,卵巢炎是指卵巢受到感染，引起發炎現象，大多繼發於輸卵管炎，很少單獨發生。,['腹痛．腰痛．陰道分泌物增加．畏寒．發燒．陰道出血．腹瀉．頻尿．食慾不振．噁心．嘔吐．腹脹．月經失調'],避免過早發生性行為、使用保險套、減少性伴侶人數。
,,,,,,
卵巢囊腫  ,Ovarian cysts,婦產科,卵巢,卵巢囊腫是指液體聚集在卵巢內，形成不同類型的囊腫，可分為惡性與良性二類，大部分卵巢囊腫都是良性的，若發生惡變就會成為卵巢癌。大於8公分以上的卵巢囊腫，建議開刀治療。,['腹痛．腹部腫脹．經痛．月經失調．陰道分泌物增加．陰道出血．腹瀉．食慾不振．噁心．嘔吐．發燒'],30歲以上的婦女，每年進行一次婦科檢查。
,,,,,,
子宮外孕  ,ectopic pregnancy,婦產科,"子宮,輸卵管,卵巢,腹腔",子宮外孕是指受精卵著床在子宮以外的地方，例如：輸卵管、卵巢、腹腔等。因胚胎著床發育的位置不對，會使胚胎無法健康成長，也會引起母體的病變及傷害，甚至死亡，須及時就醫治療。,['腹痛．腹部腫脹．經痛．月經失調．陰道出血．腹瀉．食慾不振．噁心．嘔吐．發燒．血壓降低．心跳變快'],避免過早發生性行為、使用保險套、減少性伴侶人數。
,,,,,,
卵巢囊腫破裂  ,"Rupture of Ovarian cyst,Ovarian Rupture",婦產科,卵巢,卵巢囊腫，俗稱水瘤。最常見的是功能性囊腫，主要包括濾泡囊腫和黃體囊腫。臨床上，約有八成的卵巢囊腫破裂是因為卵巢內的黃體囊腫破裂。破裂的原因通常是排卵造成的自發性破裂，又或是腹部受到外力的擠壓或撞擊，如搖呼拉圈、激烈性行為、舉重物等運動所導致。濾泡或黃體囊壁破裂後會造成內出血，當血液流出到腹腔時，會引發急性下腹部劇痛、噁心嘔吐等症狀。一般出血量不多，通常會自動止血，僅少數出血情形嚴重者，須即時動手術處理，否則可能引發休克甚至死亡。卵巢破裂以生育期年輕女性最為常見，一般發生在月經週期的後半期。,['急性腹痛．噁心．嘔吐．胃痛．腹瀉．陰道出血．腹腔積血'],避免用力咳嗽、跌倒、車禍、撞擊腹部等會使腹內壓升高的行為。
,,,,,,
輸卵管積水  ,Hydrosalpinx,婦產科,輸卵管,輸卵管積水是指輸卵管末端阻塞，分泌物積存導致輸卵管膨脹如香腸狀。輸卵管積水是女性不孕的重要因素之一，臨床上幾乎沒有病徵，患者較難自我察覺。若輸卵管已積膿，患者會有腹痛的症狀出現。造成輸卵管積水的原因包括：細菌感染發炎、腹腔手術、子宮外孕、骨盆腔發炎等，其中又以骨盆腔發炎最為常見。,['輸卵管水腫．陰道分泌物增多．腹痛．不孕'],維持單一性伴侶。性行為前後，雙方應注意生殖器官的衛生清潔，避免感染。
,,,,,,
子宮肌瘤  ,Fibromyoma,婦產科,子宮,子宮肌瘤是婦科疾病中相當常見的一種，大部分是良性腫瘤，好發於30歲以上的育齡婦女，發生率約為20～30%，意即每四人就會有一人長子宮肌瘤。年齡越大發生率越高，但過了更年期後發病率又會下降。子宮肌瘤的成因目前還不清楚，可能與遺傳、荷爾蒙、內分泌和環境因素等有關。子宮肌瘤的症狀及嚴重程度，視其生長的位置及大小而定。多數的子宮肌瘤無明顯症狀，發生惡性病變的機率亦不高，可以不用立即治療，只要定期追蹤。有症狀的子宮肌瘤通常會以不正常的子宮出血、壓迫症狀、腹痛、不孕及流產等方式表現。如果肌瘤不是很大，症狀不太嚴重，可先藥物治療；症狀特別嚴重再考慮動手術，如還想懷孕者可選擇僅切除肌瘤，如沒有生育需求又擔心復發的女性，再考慮摘除子宮。,['子宮異常出血．經血過多．貧血．疲勞．經痛．經期延長．月經量增加．月經有血塊．便秘．脹氣．頻尿．小便滯留．失禁．慢性骨盆腔疼痛．下肢水腫．靜脈曲張．腹痛．腰痠．輸卵管水腫'],養成規律運動的習慣，做好體重控制，避免肥胖。
,,,,,,
猩紅熱  ,Scarlet fever,"小兒科,家庭醫學科,耳鼻喉科,一般內科","皮膚,咽喉",猩紅熱是兒童常見的呼吸道傳染疾病，傳染途徑為飛沫或接觸造成感染，目前尚無疫苗可以預防。致病因是感染了A群鏈球菌，傳染力強，在人潮聚集的公共場所容易爆發群聚感染，若未適當治療，可能引起心臟及腎臟的併發症。主要的流行季節為冬末初春，好發於5至15歲的孩童。感染後約1至7天，患者會出現發燒、喉嚨痛、腹痛；舌頭紅腫，類似草莓的外觀；皮膚出現砂紙般粗糙、可能發癢的紅疹等症狀。治療上給予適當抗生素，期間應遵從醫囑，不可因症狀明顯改善就自行停藥。,['發燒．喉嚨痛．頭痛．腹痛．皮疹．舌頭紅腫．臉部潮紅．扁桃腺發炎．頸部淋巴結腫痛．脫皮'],勤洗手，保持雙手清潔，並注意個人與環境衛生。
,,,,,,
雷氏症候群  ,Reye syndrome,"小兒科,小兒神經科,小兒腸胃科","腦部,肝臟",雷氏症候群是一種急性腦部病變，合併肝功能異常的疾病，少見但死亡率很高，好發於孩童。致病原因目前尚不明確，可能與孩童感染流感病毒、水痘、以及使用阿斯匹靈等水楊酸類藥物來退燒有關。發病之前，多有急性病毒感染的病史，症狀緩解數天後（12小時~3週都有可能），患者會突然出現持續嘔吐、哭鬧、意識不清、痙攣、過度換氣等症狀，最後昏迷。雷氏症候群的病程進展迅速，嚴重者會在48至72小時內死亡，即使治療存活，日後亦可能出現智力受損等中樞神經後遺症。,['嘔吐．哭鬧．頭痛．意識混亂．嗜睡．抽搐．譫妄．過度換氣．昏迷'],家中孩童出現感冒症狀時，應請醫師診治，切勿自行給予阿斯匹靈等含水楊酸類藥物退燒。
